*Verts
0.36875	0.309259	0	1
0.366502	0.329055	0	1
0.363691	0.348439	0	1
0.360328	0.367409	0	1
0.356423	0.385961	0	1
0.351983	0.404092	0	1
0.34702	0.4218	0	1
0.341542	0.439082	0	1
0.335559	0.455933	0	1
0.32908	0.472351	0	1
0.322115	0.488333	0	1
0.314673	0.503875	0	1
0.306765	0.518976	0	1
0.298398	0.533631	0	1
0.289583	0.547837	0	1
0.28033	0.561592	0	1
0.270647	0.574891	0	1
0.260544	0.587733	0	1
0.250031	0.600114	0	1
0.239117	0.612031	0	1
0.227812	0.62348	0	1
0.216125	0.634459	0	1
0.204065	0.644965	0	1
0.191643	0.654994	0	1
0.178867	0.664543	0	1
0.165746	0.67361	0	1
0.152292	0.68219	0	1
0.138512	0.690282	0	1
0.124417	0.697882	0	1
0.110015	0.704986	0	1
0.0953171	0.711592	0	1
0.0803318	0.717696	0	1
0.0650688	0.723296	0	1
0.0495375	0.728388	0	1
0.0337476	0.73297	0	1
0.0177083	0.737037	0	1
0.630208	-0.0462963	0	1
0.618089	-0.0396752	0	1
0.606198	-0.0331283	0	1
0.59454	-0.0266298	0	1
0.583119	-0.0201542	0	1
0.571939	-0.0136756	0	1
0.561003	-0.0071686	0	1
0.550317	-0.000607406	0	1
0.539883	0.00603361	0	1
0.529707	0.0127801	0	1
0.519792	0.0196577	0	1
0.510142	0.0266921	0	1
0.500761	0.033909	0	1
0.491654	0.0413339	0	1
0.482825	0.0489926	0	1
0.474277	0.0569107	0	1
0.466015	0.0651139	0	1
0.458043	0.0736278	0	1
0.450364	0.0824781	0	1
0.442984	0.0916904	0	1
0.435906	0.10129	0	1
0.429133	0.111304	0	1
0.422671	0.121756	0	1
0.416523	0.132673	0	1
0.410694	0.14408	0	1
0.405187	0.156004	0	1
0.400007	0.168469	0	1
0.395157	0.181501	0	1
0.390642	0.195126	0	1
0.386465	0.20937	0	1
0.382632	0.224258	0	1
0.379145	0.239816	0	1
0.37601	0.256069	0	1
0.373229	0.273044	0	1
0.370808	0.290765	0	1
0.36875	0.309259	0	1
0.598958	-0.457407	0	1
0.604493	-0.447018	0	1
0.609672	-0.436489	0	1
0.614504	-0.425826	0	1
0.618997	-0.415035	0	1
0.623157	-0.404119	0	1
0.626991	-0.393086	0	1
0.630508	-0.381941	0	1
0.633715	-0.370688	0	1
0.636619	-0.359334	0	1
0.639228	-0.347884	0	1
0.641549	-0.336343	0	1
0.643589	-0.324716	0	1
0.645357	-0.31301	0	1
0.646858	-0.30123	0	1
0.648102	-0.28938	0	1
0.649095	-0.277467	0	1
0.649844	-0.265496	0	1
0.650358	-0.253473	0	1
0.650643	-0.241402	0	1
0.650708	-0.229289	0	1
0.650558	-0.217141	0	1
